Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,MonthlyChargesToTotalChargesRatio
Male,No,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.449951171875,No,62.94833170572917,0.03415499572015378
Female,No,Yes,No,21,No,,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.3499755859375,No,29.969046456473215,0.045284819425735146
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.29999923706055,45.29999923706055,Yes,45.29999923706055,1.0
Female,No,No,No,15,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.399999618530273,289.29998779296875,Yes,19.286665852864584,0.06705841837924122
Male,Yes,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.44999694824219,2117.25,No,92.05434782608695,0.04272050865426482
Female,No,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.1500015258789,4730.89990234375,No,105.13110894097223,0.02222621566644989
Female,No,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.1500015258789,2033.050048828125,No,84.71041870117188,0.04089914145193208
Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.1500015258789,987.9500122070312,Yes,89.81363747336648,0.09124955758084186
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.04999923706055,45.04999923706055,Yes,45.04999923706055,1.0
Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.19999694824219,5744.35009765625,No,102.57768031529018,0.017965478286281467
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.80000305175781,75.80000305175781,Yes,75.80000305175781,1.0
Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,No,19.450000762939453,1.0
Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.30000305175781,523.1500244140625,Yes,74.7357177734375,0.15158176307183632
Female,Yes,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.80000305175781,4805.2998046875,No,87.36908735795454,0.018479596832883288
Female,No,No,No,2,No,,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.899999618530273,59.04999923706055,Yes,29.524999618530273,0.5232853516979731
Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9000015258789,6110.75,No,84.87152777777777,0.014057194538457458
Female,Yes,No,No,45,No,,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.20000076293945,1596.5999755859375,No,35.479999457465276,0.02142051940742913
Female,No,No,No,47,Yes,No,No,,,,,,,Two year,No,Mailed check,20.149999618530273,1046.199951171875,No,22.25957342918883,0.019260180232239306
Female,Yes,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2001953125,Yes,96.17826511548913,0.021529315084095575
Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.29999923706055,92.75,No,46.375,0.5423180510734291
Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.1500015258789,194.5500030517578,No,97.2750015258789,0.4119763570733839
Female,No,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.0999755859375,No,51.008331298828125,0.08372815233482167
Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.5999984741211,6127.60009765625,Yes,90.11176614200367,0.01462236390204254
Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.19999694824219,6671.7001953125,No,96.69130717844203,0.014269225858669306
Male,Yes,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.80000305175781,5264.2998046875,No,94.00535365513393,0.018008093491815355
Female,Yes,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.70001220703125,No,75.92500305175781,0.26424101670859945
Male,No,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.0999984741211,4818.7998046875,No,75.29374694824219,0.01579231376246314
Male,No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.1500015258789,6448.0498046875,Yes,109.2889797404661,0.017082684666269766
Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55000305175781,7159.0498046875,No,115.46854523689517,0.016140410557850798
Male,No,Yes,Yes,63,Yes,Yes,No,,,,,,,Two year,No,Credit card (automatic),24.649999618530273,1574.5,No,24.99206349206349,0.01565576349223898
Female,No,No,No,53,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.599998474121094,2879.199951171875,No,54.32452738060142,0.018616282086384845
Male,No,Yes,Yes,5,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.450000762939453,86.05000305175781,No,17.210000610351564,0.2260313779563792
Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.19999694824219,4159.4501953125,No,84.88673867984694,0.021204724857059074
Female,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.1500015258789,6638.35009765625,No,107.07016286542338,0.015237220098046823
Female,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.79999923706055,3112.050048828125,No,56.582728160511365,0.0182516342429805
Female,Yes,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4000015258789,7168.25,No,100.96126760563381,0.013866704080616455
Female,No,Yes,Yes,72,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),20.100000381469727,1326.25,No,18.42013888888889,0.01515551395398283
Male,No,Yes,Yes,36,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.70000076293945,2234.550048828125,No,62.070834689670136,0.027164305760245838
Male,No,Yes,No,25,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),20.950000762939453,495.1499938964844,No,19.805999755859375,0.04231041304893814
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.8499984741211,8317.9501953125,No,115.52708604600694,0.0138074881163443
Female,No,No,No,36,Yes,No,No,,,,,,,One year,Yes,Bank transfer (automatic),19.25,679.7999877929688,No,18.88333299424913,0.02831715261204526
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.79999923706055,62.79999923706055,No,62.79999923706055,1.0
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,No,104.77777777777777,0.013984623541887592
Male,No,Yes,Yes,59,Yes,No,No,,,,,,,Two year,No,Mailed check,19.850000381469727,1188.25,No,20.139830508474578,0.016705239117584453
Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7000122070312,Yes,96.67143031529018,0.13225949222034025
Female,No,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.0999984741211,74.0999984741211,No,74.0999984741211,1.0
Female,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,No,108.08333333333333,0.03315343099460293
Male,No,No,No,64,Yes,No,No,,,,,,,Two year,No,Mailed check,19.549999237060547,1240.1500244140625,No,19.377344131469727,0.01576422114437114
Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.80000305175781,4111.35009765625,No,65.25952535962301,0.016734163089389666
Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.44999694824219,5899.85009765625,No,81.94236246744792,0.01431392248114752
Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.9500122070312,Yes,79.1187515258789,0.11849276965566799
Female,No,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2001953125,No,83.76129347278226,0.0162712772128969
Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.19999694824219,7530.7998046875,No,112.39999708488806,0.014766027491399577
Male,No,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95001220703125,Yes,45.15833536783854,0.1651596161058919
Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.5999984741211,5460.2001953125,No,78.00285993303571,0.014761363245126979
Female,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.69999694824219,1614.199951171875,No,80.70999755859376,0.04999380460249407
Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,402.5,No,80.5,0.18782608316551824
Female,No,Yes,Yes,24,No,,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.599998474121094,1367.75,No,56.989583333333336,0.04211295812401469
Female,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04999923706055,483.70001220703125,Yes,43.97272838245738,0.09106884044941155
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5999984741211,7962.2001953125,No,110.58611382378473,0.013890632709691654
Female,No,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.20000076293945,3810.800048828125,No,57.739394679214016,0.01527238375596137
Female,No,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3533.60009765625,No,78.52444661458334,0.022922797645869804
Female,No,Yes,Yes,69,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.700000762939453,1396.9000244140625,No,20.244927890058875,0.014102656180568633
Male,Yes,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.5999984741211,1345.550048828125,Yes,89.70333658854166,0.06361710480310441
Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.54999923706055,1646.449951171875,No,58.801783970424104,0.03616872726357417
Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55000305175781,8127.60009765625,Yes,116.10857282366071,0.014216989229708642
Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55000305175781,2680.14990234375,No,74.4486083984375,0.028188722946313746
Male,Yes,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5999984741211,1281.0,Yes,80.0625,0.06760343362538727
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.19999694824219,1553.9000244140625,Yes,86.32777913411458,0.054829780300936035
Female,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.6500015258789,3207.550048828125,Yes,94.33970731847427,0.030443796679510964
Male,No,Yes,Yes,42,No,,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.099998474121094,2049.050048828125,No,48.786905924479164,0.022010198579538988
Male,No,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.94999694824219,3629.199951171875,No,75.60833231608073,0.019549762455312585
Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55000305175781,5124.5498046875,Yes,109.03297456781915,0.021377488213998982
Female,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55000305175781,3474.449951171875,Yes,89.08846028645833,0.025773864729740623
Female,No,Yes,Yes,11,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.899999618530273,202.3000030517578,No,18.39090936834162,0.10331190955633883
Male,No,No,No,7,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.950000762939453,147.5,No,21.071428571428573,0.13525424246060647
Female,No,No,No,3,Yes,Yes,No,,,,,,,Month-to-month,No,Mailed check,24.600000381469727,86.3499984741211,No,28.78333282470703,0.28488709688677405
Male,No,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.69999694824219,579.0,No,72.375,0.11519861303668771
Male,No,No,Yes,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.450000762939453,19.450000762939453,Yes,19.450000762939453,1.0
Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.80000305175781,3131.550048828125,No,97.8609390258789,0.030272549240346152
Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.8499984741211,3928.300048828125,No,65.47166748046875,0.01676297575429993
Female,No,Yes,No,10,Yes,No,No,,,,,,,Month-to-month,Yes,Bank transfer (automatic),19.950000762939453,187.75,No,18.775,0.1062583263006096
Female,No,Yes,No,71,Yes,Yes,No,,,,,,,Two year,Yes,Bank transfer (automatic),24.649999618530273,1710.1500244140625,No,24.086620062169896,0.014413939868799488
Female,No,Yes,Yes,4,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.350000381469727,76.3499984741211,Yes,19.087499618530273,0.26653570122031345
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,69.25,1.0
Female,No,Yes,Yes,43,No,,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2151.60009765625,No,50.037211573401166,0.02381948209419906
Male,No,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5961.10009765625,Yes,101.03559487552967,0.016691549943796586
Female,No,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1221.550048828125,No,53.11087168817935,0.04441078779542753
Female,No,Yes,No,72,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.399999618530273,1496.449951171875,No,20.784027099609375,0.01296401500320012
Male,No,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1292.199951171875,No,58.73636141690341,0.043530414893598934
Female,No,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.149999618530273,25.149999618530273,No,25.149999618530273,1.0
Male,No,No,No,69,Yes,Yes,No,,,,,,,Two year,No,Bank transfer (automatic),23.950000762939453,1713.0999755859375,No,24.827535878057066,0.013980503825964828
Male,No,No,No,50,No,,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.400001525878906,1748.9000244140625,No,34.97800048828125,0.02024129511790649
Female,Yes,No,No,1,No,,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.200000762939453,25.200000762939453,Yes,25.200000762939453,1.0
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,96.44999694824219,Yes,48.224998474121094,0.46656300076554985
Female,No,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.3499984741211,1114.550048828125,No,74.30333658854167,0.06760575584142371
Male,No,No,No,31,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),20.399999618530273,609.0999755859375,No,19.648386309223792,0.03349203814842717
Male,No,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.149999618530273,20.149999618530273,Yes,20.149999618530273,1.0
Male,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,Yes,108.07954545454545,0.014719798128482809
Female,No,Yes,Yes,1,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.04999923706055,,No,,
Male,No,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.70000076293945,169.4499969482422,Yes,56.48333231608073,0.3228090985427834
Female,No,No,No,8,Yes,No,No,,,,,,,Two year,No,Mailed check,20.0,141.60000610351562,No,17.700000762939453,0.14124293176498276
Male,No,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05000305175781,4688.64990234375,No,73.2601547241211,0.015580178638469416
Female,No,Yes,No,28,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,20.5,563.0499877929688,No,20.10892813546317,0.036408845474547404
Female,No,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5985.0,No,105.0,0.01683375104427736
Female,No,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1258.5999755859375,Yes,89.89999825613839,0.06932305871004091
Male,No,No,No,19,Yes,No,No,,,,,,,Two year,Yes,Mailed check,19.950000762939453,373.5,No,19.657894736842106,0.053413656661149805
Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,857.2000122070312,Yes,85.72000122070312,0.09326877719284567
Female,No,Yes,No,51,No,,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.650001525878906,2553.35009765625,No,50.06568818933823,0.019445042640824393
Female,No,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.6500015258789,4322.85009765625,No,64.52015071128731,0.015186740239147508
Male,No,Yes,Yes,11,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,20.450000762939453,250.8000030517578,No,22.800000277432527,0.08153907700997583
Male,No,Yes,Yes,72,No,,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95000076293945,4549.0498046875,No,63.181247287326386,0.013398402607097078
Male,No,Yes,Yes,66,Yes,No,No,,,,,,,One year,Yes,Electronic check,20.350000381469727,1359.5,No,20.598484848484848,0.014968738787399578
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.3499984741211,1639.300048828125,Yes,91.07222493489583,0.05389495262766523
Female,No,No,No,9,Yes,No,No,,,,,,,Month-to-month,Yes,Electronic check,19.5,178.85000610351562,No,19.872222900390625,0.10902990961439331
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.19999694824219,633.8499755859375,No,70.42777506510417,0.11864005655080531
Male,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.44999694824219,5315.10009765625,No,110.7312520345052,0.02096856030940739
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.1500015258789,735.5,No,73.55,0.0953772964321943
Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,889.9000244140625,Yes,98.87778049045139,0.10647263445395039
Female,Yes,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05000305175781,1290.0,Yes,99.23076923076923,0.0736821729083394
Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.44999694824219,330.04998779296875,Yes,82.51249694824219,0.23769125844492292
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.19999694824219,237.9499969482422,Yes,59.48749923706055,0.29501995313541346
Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6474.39990234375,No,89.92222086588542,0.0142098111620655
Female,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4421.9501953125,No,86.70490579044117,0.019335360242328035
Male,No,Yes,No,59,No,,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.04999923706055,2452.699951171875,Yes,41.571185613082626,0.01673665758318594
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5999984741211,813.8499755859375,Yes,81.38499755859375,0.10517908833565144
Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.1500015258789,4904.85009765625,No,80.40737865010246,0.016748728277166662
Male,No,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4000015258789,4484.0498046875,No,83.03795934606481,0.018822271206187208
Female,No,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.900001525878906,2033.8499755859375,No,61.63181744199811,0.02994321226094076
Female,No,No,No,27,Yes,No,No,,,,,,,Two year,Yes,Bank transfer (automatic),20.25,538.2000122070312,No,19.9333337854456,0.037625417206810396
Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.19999694824219,79.19999694824219,Yes,79.19999694824219,1.0
Male,No,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.30000305175781,2192.89990234375,No,95.34347401494566,0.04345843736410499
